"97403","aapso","aapso","-1","80","with this familiarity with communists and this affiliation to the *aapso* we are opening the door to communist infiltration into malta and the mediterranean this russia has long been wishing and working for and the leaders of the mlp are giving it the opportunity the vast mass of the maltese do not want in our country this communist infiltration and influence they have told us on this occasion and on others that they are ready to receive help moral and also material without strings from russia and naturally from the *aapso* has russia ever given help for nothing why would"
"44186","bevan","bevan","-1","48","repeated throughout the evening not least by our friends nye *bevan* and dick crossman the conference had stated that common membership of the parliament of westminster would make manifest our peoples' equality of status and responsibility with the british people and meet the realities of the situation and it recommended that we would send three members to westminster *bevan* when he spoke agreed that there exists no alternative"
"45542","bevan","bevan","-1","52","can see what a great friend our country has in *bevan* it would be regarded by the maltese as an insult that they should set aside their national aspirations because they were materially all right that would be a most insulting comparison to make and indeed any other people in any other part of the world would take exactly the same view *bevan* told the house that they cannot buy off people's"
"46773","bevan","bevan","-1","59","will jump up to the british level this is what *bevan* told the parliament account would have to be taken of the different conditions different climate and variations of social circumstances in the island in comparing what we would obtain with what is being obtained in england yet another objection that those opposed to integration have been tempted to invoke is that the referendum results were not solid enough *bevan* applied himself manfully to this issue it may be"
"46818","bevan","bevan","-1","45","invoke is that the referendum results were not solid enough *bevan* applied himself manfully to this issue it may be argued in the course of the debate that the referendum was unsatisfactory he said in britain they are not as used to referenda as we are in fact they have never had one there and *bevan* expressed this bias a referendum is not a good"
"46911","bevan","bevan","-1","93","are in fact they have never had one there and *bevan* expressed this bias a referendum is not a good constitutional expedient at all he said it was beloved of the chartists but the british parliament set it aside still it must be remembered that it would be very awkward for any member to say that an almost per cent poll in malta with per cent in favour of integration should not be regarded as a clear indication of malta's desires because then the maltese might look at some by election figures in great britain or municipal elections or even some general elections *bevan* said he should hate to think that there are"
"46959","bevan","bevan","-1","48","great britain or municipal elections or even some general elections *bevan* said he should hate to think that there are honourable members sitting in the house without a clear and unequivocal indication from their constituents that they ought to be there we really cannot have circumstances in which we allow the minority in malta to decide the situation *bevan* said we really must be guided by the majority"
"49902","bevan","bevan","-1","85","to have champions in the house of commons such as *bevan* jenkins and crossman but let us hope that this was the last time that maltese issues are discussed in westminster by the representatives of stechford renfrew west and brighton pavilion in the absence of the representatives of bormla naxxar and raħal ġdid we know this will not happen integration is in the bag because westminster has taken note they understand now that this is the only option they understand that there will be trouble here if they try to maintain the status quo as *bevan* said malta will not have it his colleague dick"
"72979","billiards","billiards","-1","82","festa always consist of at least a bar and a *billiards* table a neoclassical building either constructed for the express purpose of housing the club or donated by a benefactor has the structure of a grand town house they are people's palaces and sometimes the ornamentation is just excessive enough to indicate this by day pensioners and unemployed men drink tea and perhaps a beer after a lunch of baked macaroni in a red sauce in the evening the clientele is more mixed men come for a beer and a game of *billiards* after work in rooms upstairs other club members men"
"96327","bishop","bishops","-1","79","unions and following the example and the lead of the *bishops* many priests laboured to form a clear christian conscience about the rights and duties of the working class to make them understand their dignity better and later pius xi with the encyclical quadragesimo anno reminded the world especially catholics of the teaching of leo xiii brought it up to date and adapted it to the conditions of our times especially after the publication of rerum novarum what have intelligent and active catholics including members of the clergy and *bishops* not done to organize workers' unions to help them"
"97565","bishop","bishops","-1","37","this many times it is the accusation always made against *bishops* when their behaviour does not please those in power this is what was recently said by the belgian socialists against their cardinal archbishop because he condemned the socialists' strike this is what was said against the *bishops* of cuba as we have read in the collective"
"97818","bishop","bishops","-1","11","apostolic fortitude which have always been the ornament of catholic *bishops'* behaviour as history shows us and we successors of these *bishops* seek always not to fail in this duty otherwise"
"103749","blackmail","blackmail","-1","36","own european western values england will use our culture as *blackmail* to extract favour from us our fossilised culture can stay exactly the way it is for all they care in fact they need it to stay as it is for them to be able to *blackmail* us their promise to us has always been that"
"4435","bless","blessed","8542","3","choose as their venue that very bay those very rocks *blessed* by history *blessed* by the fortuitous shipwreck of our father st paul"
"118992","bliss","bliss","-1","8","being awake forever even if in a place of perfect *bliss* especially perhaps in a place of perfect *bliss* i was told that the worst thing about hell"
"66866","block","blocked","8712","20","feel safe british commandos have set up barbed wire barricades *blocking* off certain streets you can no longer simply walk through the city the top of st paul street is *blocked* off by a barricade to protect the strickland press"
"2325","boffa","boffa","-1","80","the day was too closely associated with communism and paul *boffa* the affable and fatherly labour leader had no appetite for anything that would upset the clerical authorities his party had entered government the previous year and was already ruffling enough ecclesiastical feathers with its plans to introduce a welfare system and the accompanying income tax regime to fund it he was a veteran of his party's conflict with the church some twenty years earlier when labour had been part of a coalition government mintoff was not particularly concerned with boffa's opinion of him he had been in politics since"
"3932","boffa","boffa","-1","85","editorial in the dawn a couple of years ago dr *boffa* himself had subsequently disciplined the editor dr arturo colombo but colombo does not seem to have suffered much in popularity among the extremist rabble on the contrary his reputation was ameliorated is this what mr mintoff was hoping to achieve when he attended that may day dinner perhaps he was hoping to win favour with the party's younger followers the ones who have been promised the world and told that they deserve to live as though they were living in england we know that *boffa* has learnt his lesson and knows how to avoid"
"3982","boffa","boffa","-1","50","as though they were living in england we know that *boffa* has learnt his lesson and knows how to avoid conflict and steer his party in a moderate direction he knows that his voters do not want him to be in conflict with us he knows better than to make them choose between us con cristo o contro cristo but *boffa* is irrelevant in this question only colombo is mintoff's"
"13193","boffa","boffa","-1","73","his party at san pawl he sued them for libel *boffa* was dragged to the witness stand and under oath had to agree that mintoff had indeed caused him some embarrassment colombo the finance minister still smarting from being left out of the london talks delivered the budget speech entirely in the first person singular mintoff and his followers were in any case happy to dissociate themselves from the diminished budget allocations ever wary of getting embroiled in another fight with the church *boffa* had grown less enthusiastic about implementing all the planned"
"13411","boffa","boffa","-1","5","a vote of confidence in his prime minister dr paul *boffa* which was carried enthusiastically *boffa* announced that colombo's resignation had been for personal reasons"
"15126","boffa","boffa","-1","40","obsessed with italianità and the well meaning general practitioner paul *boffa* the good doctor tries to make all the right noises in our favour and in england's favour he has backed our scheme of childhood migration for example mr mintoff is lukewarm about it while mizzi is outright hostile dr *boffa* has now taken to bemoaning the virus of communism"
"15219","boffa","boffa","-1","93","is lukewarm about it while mizzi is outright hostile dr *boffa* has now taken to bemoaning the virus of communism he is hoping to impress us and impress england and maybe in the process impress some voters his hope is that he will be inoffensive enough so that everyone sees they are better off throwing in their lot with him rather than with the monster he created but the little monster has also managed to rejuvenate him who would have guessed that he still had a fight in him or that he ever did it took mr mintoff to bring it out but *boffa* alone is not enough to resist him his supporters"
"15514","boffa","boffa","-1","1","maybe that is the advantage he has certainly over dr *boffa* *boffa* is ordinary mintoff pretends to be ordinary and his"
"15574","boffa","boffa","-1","60","that is the advantage he has certainly over dr *boffa* *boffa* is ordinary mintoff pretends to be ordinary and his supporters know the difference they don't want someone who really is ordinary they want a mimic a parody of an ordinary man someone who pays homage to their flat caps and their boċċi and their horse racing but someone they know to have much more than that in him dr boffa is too authentic he is loved for being close"
"15909","boffa","boffa","-1","95","him the emotional connection that both dr colombo and dr *boffa* have built up through their home visits but with the country desperately in need of reconstruction mr mintoff is manifestly in their eyes the right man at the right time a mason an architect ready to rebuild and enlighten he told us in his pamphlet with a certain biblical pomposity that he was tired last year that insomnia had begun to gnaw at his health we have heard that he has been considering leaving politics and we can only wonder what the rest of the century would look like for our country if dr *boffa* and dr colombo were to prevail if mr mintoff"
"18826","boffa","boffa","-1","85","minister would not object in fact when we informed dr *boffa* about the proposal we were already on the plane on our way to england on the morning of the rd and he said he was pleased with the suggestion upon arriving in london we were handed a telegram informing us that the union had indeed accepted our invitation and tabone was on his way so it would make sense for us to wait for him in any case we could not meet anyone for a few days and since the weekend was approaching dr *boffa* left london for a few days' rest in plymouth"
